gvkey,conm,datadate,fyear,revt,rect,ppegt,epspi,ni,at,oancf,sic,rdq
1602,AMGEN INC,14975,2000.000000,3629.399900,389.200010,2719.200000,1.110000,1138.500000,5399.600100,1634.600000,2836,24jan2001
1602,AMGEN INC,15340,2001.000000,4015.700000,497.200010,3109.899900,1.070000,1119.700000,6443.100100,1480.200000,2836,23jan2002
1602,AMGEN INC,15705,2002.000000,5523.000000,752.400020,4240.399900,-1.210000,-1391.900000,24456.301000,2248.800000,2836,23jan2003
1602,AMGEN INC,16070,2003.000000,8356.000000,1007.900000,5526.100100,1.750000,2259.500000,26176.500000,3566.600100,2836,22jan2004
1602,AMGEN INC,16436,2004.000000,10550.000000,1461.000000,6792.000000,1.860000,2363.000000,29221.000000,3697.000000,2836,27jan2005
1602,AMGEN INC,16801,2005.000000,12430.000000,1769.000000,7321.000000,2.970000,3674.000000,29297.000000,4911.000000,2836,26jan2006
1602,AMGEN INC,17166,2006.000000,14268.000000,2124.000000,8688.000000,2.510000,2950.000000,33788.000000,5389.000000,2836,25jan2007
1602,AMGEN INC,17531,2007.000000,14771.000000,2101.000000,9501.000000,2.830000,3166.000000,34639.000000,5401.000000,2836,24jan2008
1602,AMGEN INC,17897,2008.000000,15003.000000,2073.000000,9995.000000,3.920000,4196.000000,36443.000000,5988.000000,2836,26jan2009
1602,AMGEN INC,18262,2009.000000,14642.000000,2109.000000,10376.000000,4.530000,4605.000000,39629.000000,6336.000000,2836,25jan2010
1602,AMGEN INC,18627,2010.000000,15053.000000,2335.000000,10688.000000,4.820000,4627.000000,43486.000000,5787.000000,2836,24jan2011
1602,AMGEN INC,18992,2011.000000,15582.000000,2896.000000,11231.000000,4.070000,3683.000000,48871.000000,5119.000000,2836,26jan2012
1602,AMGEN INC,19358,2012.000000,17265.000000,2518.000000,11947.000000,5.610000,4345.000000,54298.000000,5882.000000,2836,23jan2013
1602,AMGEN INC,19723,2013.000000,18676.000000,2719.000000,12291.000000,6.750000,5081.000000,66125.000000,6291.000000,2836,28jan2014
1602,AMGEN INC,20088,2014.000000,20063.000000,2568.000000,12256.000000,6.800000,5158.000000,69009.000000,8555.000000,2836,27jan2015
1602,AMGEN INC,20453,2015.000000,21662.000000,2995.000000,12172.000000,9.150000,6939.000000,71576.000000,9077.000000,2836,28jan2016
1602,AMGEN INC,20819,2016.000000,22991.000000,3165.000000,12427.000000,10.320000,7722.000000,77626.000000,10354.000000,2836,02feb2017
1602,AMGEN INC,21184,2017.000000,22849.000000,3237.000000,12579.000000,2.710000,1979.000000,79954.000000,11177.000000,2836,01feb2018
2222,SAVIENT PHARMACEUTICALS INC,10226,1987.000000,3.605000,1.472000,8.495000,-1.000000,-5.420000,33.103001,-4.018000,2836,0
2222,SAVIENT PHARMACEUTICALS INC,10592,1988.000000,5.674000,1.051000,12.633000,-1.170000,-6.805000,26.305000,-4.385000,2836,0
2222,SAVIENT PHARMACEUTICALS INC,10957,1989.000000,4.249000,0.802000,12.619000,-0.810000,-5.561000,14.587000,-5.386000,2836,0
2222,SAVIENT PHARMACEUTICALS INC,11322,1990.000000,3.759000,0.824000,12.789000,-0.400000,-6.217000,16.726000,-4.448000,2836,07mar1991
2222,SAVIENT PHARMACEUTICALS INC,11687,1991.000000,4.685000,1.664000,13.135000,-0.380000,-7.930000,36.118000,-6.994000,2836,28feb1992
2222,SAVIENT PHARMACEUTICALS INC,12053,1992.000000,4.927000,1.294000,14.521000,-0.380000,-9.797000,32.949001,-6.094000,2836,18mar1993
2222,SAVIENT PHARMACEUTICALS INC,12418,1993.000000,13.296000,2.551000,16.075001,-0.630000,-22.825001,31.086000,-8.391000,2836,07mar1994
2222,SAVIENT PHARMACEUTICALS INC,12783,1994.000000,16.937000,2.726000,17.549999,-0.190000,-7.419000,32.340000,-5.448000,2836,09mar1995
2222,SAVIENT PHARMACEUTICALS INC,13148,1995.000000,27.173000,6.347000,18.913000,0.110000,4.779000,31.737000,-2.706000,2836,01apr1996
2222,SAVIENT PHARMACEUTICALS INC,13514,1996.000000,46.632999,18.273001,21.346001,0.470000,22.915001,73.574997,4.246000,2836,03mar1997
2222,SAVIENT PHARMACEUTICALS INC,13879,1997.000000,63.616001,27.540001,24.381001,0.310000,14.478000,95.413002,14.142000,2836,06feb1998
2222,SAVIENT PHARMACEUTICALS INC,14244,1998.000000,73.889999,68.397003,27.750999,0.370000,17.739000,142.595000,-7.318000,2836,04feb1999
2222,SAVIENT PHARMACEUTICALS INC,14609,1999.000000,80.686996,37.504002,39.021000,0.260000,13.862000,164.645000,48.459000,2836,11feb2000
2222,SAVIENT PHARMACEUTICALS INC,14975,2000.000000,77.447998,39.188000,49.560001,0.140000,7.717000,213.225010,16.646000,2836,22feb2001
2222,SAVIENT PHARMACEUTICALS INC,15340,2001.000000,94.774002,24.538000,74.872002,-0.520000,-29.926001,235.086000,37.759998,2836,21feb2002
2222,SAVIENT PHARMACEUTICALS INC,15705,2002.000000,102.966000,35.764000,98.501999,0.170000,9.717000,285.431000,9.194000,2836,26feb2003
2222,SAVIENT PHARMACEUTICALS INC,16070,2003.000000,132.524990,33.375000,106.505000,0.240000,13.922000,290.540010,17.358999,2836,20feb2004
2222,SAVIENT PHARMACEUTICALS INC,16436,2004.000000,113.275000,15.659000,106.664000,-0.590000,-35.271999,251.169010,10.998000,2836,16mar2005
2222,SAVIENT PHARMACEUTICALS INC,16801,2005.000000,87.793999,18.351000,19.912001,0.100000,5.968000,222.690990,8.250000,2836,30mar2006
2222,SAVIENT PHARMACEUTICALS INC,17166,2006.000000,47.514000,4.161000,8.946999,1.030000,60.325001,197.893010,-18.726000,2836,13mar2007
2222,SAVIENT PHARMACEUTICALS INC,17531,2007.000000,14.024000,10.771000,9.771000,-0.930000,-48.667999,167.173000,-40.799000,2836,11mar2008
2222,SAVIENT PHARMACEUTICALS INC,17897,2008.000000,3.181000,6.348000,10.039000,-1.570000,-84.168999,98.222000,-64.463997,2836,25feb2009
2222,SAVIENT PHARMACEUTICALS INC,18262,2009.000000,2.960000,2.358000,4.271000,-1.510000,-90.852997,119.008000,-69.644997,2836,25feb2010
2222,SAVIENT PHARMACEUTICALS INC,18627,2010.000000,4.028000,0.909000,4.506000,-1.080000,-73.109001,77.617996,-52.377998,2836,25feb2011
2222,SAVIENT PHARMACEUTICALS INC,18992,2011.000000,9.565000,4.737000,4.922000,-1.460000,-102.027000,197.116000,-116.836000,2836,27feb2012
2222,SAVIENT PHARMACEUTICALS INC,19358,2012.000000,18.023001,4.341000,6.317000,-1.670000,-118.312000,119.206000,-114.745000,2836,19mar2013
2226,BIOGEN INC-OLD,10592,1988.000000,20.643999,2.871000,25.462000,-0.050000,-1.174000,80.860001,-6.006000,2836,26jan1989
2226,BIOGEN INC-OLD,10957,1989.000000,28.461000,7.800000,28.174999,0.010000,3.214000,145.241000,-7.515000,2836,17jan1990
2226,BIOGEN INC-OLD,11322,1990.000000,50.064999,14.714000,38.837002,0.070000,7.720000,158.485000,10.700000,2836,17jan1991
2226,BIOGEN INC-OLD,11687,1991.000000,61.442001,20.459000,47.261002,0.150000,7.186000,253.067000,5.886000,2836,15jan1992
2226,BIOGEN INC-OLD,12053,1992.000000,123.749000,33.415001,53.341000,1.120000,38.311001,311.191990,43.051998,2836,20jan1993
2226,BIOGEN INC-OLD,12418,1993.000000,136.418000,31.695000,64.111000,0.930000,32.417000,356.950010,47.570000,2836,26jan1994
2226,BIOGEN INC-OLD,12783,1994.000000,140.433000,18.502001,104.651000,-0.150000,-4.897000,377.862000,34.886002,2836,26jan1995
2226,BIOGEN INC-OLD,13148,1995.000000,134.653000,19.612000,155.014010,0.160000,5.660000,469.200990,9.449000,2836,25jan1996
2226,BIOGEN INC-OLD,13514,1996.000000,259.704010,42.952000,217.925990,0.550000,40.529999,634.572020,46.539001,2836,14jan1997
2226,BIOGEN INC-OLD,13879,1997.000000,411.909000,86.802002,240.513000,1.210000,89.167000,813.825010,97.632004,2836,15jan1998
2226,BIOGEN INC-OLD,14244,1998.000000,557.586980,101.281000,269.037990,1.880000,138.697010,924.715030,167.845000,2836,14jan1999
2226,BIOGEN INC-OLD,14609,1999.000000,794.435000,137.363010,351.566010,1.470000,220.450000,1277.973000,272.287990,2836,13jan2000
2226,BIOGEN INC-OLD,14975,2000.000000,926.452030,143.177990,537.072020,2.240000,333.577000,1431.856000,365.939000,2836,17jan2001
2226,BIOGEN INC-OLD,15340,2001.000000,1043.360000,177.582000,727.825010,1.840000,272.683010,1721.046000,316.358000,2836,02jan2002
2226,BIOGEN INC-OLD,15705,2002.000000,1148.364000,171.067000,953.804990,1.330000,199.147990,2006.988000,267.077000,2836,28jan2003
2237,SPHERIX INC  -OLD,10592,1988.000000,13.640000,3.079000,4.825000,0.050000,0.185000,6.807000,1.043000,2836,27feb1989
2237,SPHERIX INC  -OLD,10957,1989.000000,15.330000,3.035000,5.193000,-0.090000,-0.344000,6.741000,-0.246000,2836,05mar1990
2237,SPHERIX INC  -OLD,11322,1990.000000,15.891000,3.100000,5.464000,-0.120000,-0.447000,6.470000,0.336000,2836,18mar1991
2237,SPHERIX INC  -OLD,11687,1991.000000,15.125000,3.253000,5.676000,0.030000,0.130000,6.285000,0.538000,2836,17mar1992
2237,SPHERIX INC  -OLD,12053,1992.000000,16.733000,3.576000,5.925000,0.170000,0.681000,6.486000,1.205000,2836,05mar1993
2237,SPHERIX INC  -OLD,12418,1993.000000,13.585000,3.654000,3.784000,-0.210000,-0.803000,5.861000,-0.579000,2836,0
2237,SPHERIX INC  -OLD,12783,1994.000000,16.000000,3.819000,4.454000,-0.020000,-0.092000,6.172000,0.787000,2836,0
2237,SPHERIX INC  -OLD,13148,1995.000000,13.740000,2.214000,4.380000,0.080000,0.394000,5.234000,1.433000,2836,0
2237,SPHERIX INC  -OLD,13514,1996.000000,13.800000,2.330000,2.762000,0.010000,0.069000,5.601000,0.674000,2836,0
2237,SPHERIX INC  -OLD,13879,1997.000000,13.639000,1.546000,5.085000,-0.020000,-0.142000,11.259000,2.458000,2836,0
2237,SPHERIX INC  -OLD,14244,1998.000000,16.014000,1.853000,9.192000,-0.230000,-1.981000,11.634000,-1.142000,2836,0
2237,SPHERIX INC  -OLD,14609,1999.000000,12.698000,1.765000,7.795000,-0.550000,-5.205000,8.556000,-1.107000,2836,15mar2000
2237,SPHERIX INC  -OLD,14975,2000.000000,17.035000,2.343000,8.104999,0.060000,0.591000,13.451000,1.697000,2836,06mar2001
2237,SPHERIX INC  -OLD,15340,2001.000000,19.937000,1.593000,8.468000,0.050000,0.568000,13.241000,2.428000,2836,15mar2002
2237,SPHERIX INC  -OLD,15705,2002.000000,15.132000,2.183000,8.906000,-0.260000,-2.922000,15.453000,-1.552000,2836,07mar2003
2237,SPHERIX INC  -OLD,16070,2003.000000,17.087000,1.509000,9.203000,-0.200000,-2.257000,14.167000,-0.686000,2836,30mar2004
2237,SPHERIX INC  -OLD,16436,2004.000000,22.348000,1.883000,10.690000,-0.240000,-2.822000,15.244000,-0.386000,2836,29mar2005
2237,SPHERIX INC  -OLD,16801,2005.000000,23.046000,2.410000,10.680000,-0.240000,-2.849000,13.118000,-0.526000,2836,30mar2006
2237,SPHERIX INC  -OLD,17166,2006.000000,24.837999,2.180000,10.075000,0.260000,3.513000,18.375999,6.658000,2836,30mar2007
2237,SPHERIX INC  -OLD,17531,2007.000000,0.155000,0.206000,0.654000,-0.070000,-0.938000,16.541000,-8.629000,2836,03apr2008
2237,SPHERIX INC  -OLD,17897,2008.000000,1.026000,0.318000,0.484000,-0.290000,-4.136000,12.261000,-6.409000,2836,30mar2009
2237,SPHERIX INC  -OLD,18262,2009.000000,1.359000,0.275000,0.352000,-0.620000,-9.149000,10.155000,-7.833000,2836,30mar2010
2237,SPHERIX INC  -OLD,18627,2010.000000,1.433000,0.630000,0.352000,-0.430000,-7.736000,7.017000,-8.693000,2836,30mar2011
2237,SPHERIX INC  -OLD,18992,2011.000000,0.821000,0.287000,0.357000,-1.320000,-3.462000,5.655000,-4.360000,2836,28mar2012
2237,SPHERIX INC  -OLD,19358,2012.000000,0.020000,0.003000,0.332000,-14.100000,-3.857000,4.756000,-3.816000,2836,20mar2013
2646,AQUILA BIOPHARM INC,10592,1988.000000,2.344000,0.985000,8.420999,-0.820000,-7.624000,39.860001,-6.804000,2836,24mar1989
2646,AQUILA BIOPHARM INC,10957,1989.000000,6.130000,2.184000,7.013000,-0.800000,-8.478000,33.146999,-8.169000,2836,12mar1990
2646,AQUILA BIOPHARM INC,11322,1990.000000,21.854000,6.060000,24.358999,-0.610000,-10.396000,44.268002,-12.589000,2836,19mar1991
2646,AQUILA BIOPHARM INC,11687,1991.000000,28.981001,11.383000,28.823000,0.020000,0.348000,79.716003,-5.697000,2836,03mar1992
2646,AQUILA BIOPHARM INC,12053,1992.000000,36.138000,12.634000,36.473999,-0.610000,-13.519000,83.651001,-11.214000,2836,15mar1993
2646,AQUILA BIOPHARM INC,12783,1994.000000,22.100000,2.968000,24.777000,-0.860000,-22.275999,28.503000,-3.095000,2836,0
2646,AQUILA BIOPHARM INC,13148,1995.000000,27.868000,2.764000,25.121000,-0.190000,-4.942000,23.045000,-0.880000,2836,01apr1996
2646,AQUILA BIOPHARM INC,13514,1996.000000,6.573000,2.366000,17.739000,1.570000,5.960000,26.312000,-1.025000,2836,0
2646,AQUILA BIOPHARM INC,13879,1997.000000,6.928000,1.625000,12.315000,0.180000,0.925000,20.667000,-2.983000,2836,04mar1998
2646,AQUILA BIOPHARM INC,14244,1998.000000,5.597000,1.028000,8.386000,-2.220000,-14.600000,24.628000,-3.414000,2836,18feb1999
2646,AQUILA BIOPHARM INC,14609,1999.000000,2.068000,0.637000,8.952000,-1.110000,-8.195000,15.742000,-8.313000,2836,22feb2000
2846,CENTOCOR INC,10226,1987.000000,51.632999,10.755000,37.476002,0.710000,8.206000,149.397000,8.534000,2836,16feb1988
2846,CENTOCOR INC,10592,1988.000000,55.201000,18.351000,55.931000,0.360000,4.127000,152.589000,-2.342000,2836,09feb1989
2846,CENTOCOR INC,10957,1989.000000,71.959999,14.171000,72.985001,0.010000,0.115000,179.601000,16.305000,2836,16feb1990
2846,CENTOCOR INC,11322,1990.000000,64.634003,18.743000,123.259000,-10.200000,-132.179990,273.079990,-41.678001,2836,19feb1991
2846,CENTOCOR INC,11687,1991.000000,53.196999,18.089001,154.021000,-5.720000,-195.554990,472.928990,-137.039000,2836,19feb1992
2846,CENTOCOR INC,12053,1992.000000,76.232002,14.445000,170.030000,-4.900000,-194.146000,349.268010,-109.818000,2836,0
2846,CENTOCOR INC,12418,1993.000000,75.930000,12.549000,143.216000,-1.790000,-74.378998,281.039000,-42.297001,2836,09mar1994
2846,CENTOCOR INC,12783,1994.000000,67.225998,12.924000,131.808000,-2.550000,-126.658000,305.915010,-64.519997,2836,16feb1995
2846,CENTOCOR INC,13148,1995.000000,78.916000,13.137000,142.864000,-0.980000,-57.132000,260.284000,-56.550999,2836,13feb1996
2846,CENTOCOR INC,13514,1996.000000,135.485000,29.587000,141.491000,-0.190000,-12.763000,341.121000,-12.838000,2836,28jan1997
2846,CENTOCOR INC,13879,1997.000000,200.784000,27.853001,156.440000,0.160000,11.130000,405.104000,33.715000,2836,29jan1998
2846,CENTOCOR INC,14244,1998.000000,338.140010,90.779999,244.707990,2.730000,192.287000,1082.089000,-7.517000,2836,28jan1999
2901,CETUS CORP,10408,1988.000000,45.372002,3.566000,85.002998,-0.860000,-22.632999,274.203000,-23.908001,2836,05aug1988
2901,CETUS CORP,10773,1989.000000,17.278000,2.710000,108.050000,-1.880000,-49.910999,268.062010,-41.500999,2836,07aug1989
2901,CETUS CORP,11138,1990.000000,23.417000,4.758000,123.874000,-2.150000,-61.513000,274.431000,-53.787998,2836,07aug1990
2901,CETUS CORP,11503,1991.000000,34.542999,8.001000,127.064000,-2.340000,-75.195000,216.860000,-52.987000,2836,26jul1991
2990,CELSION CORP,11230,1990.000000,0.559000,0.097000,0.186000,-0.050000,-0.781000,0.439000,-0.278000,2836,0
2990,CELSION CORP,11595,1991.000000,0.974000,0.156000,0.187000,-0.020000,-0.240000,0.537000,0.033000,2836,0
2990,CELSION CORP,11961,1992.000000,2.031000,0.632000,0.193000,0.040000,0.595000,1.107000,-0.376000,2836,0
2990,CELSION CORP,12326,1993.000000,1.852000,0.457000,0.206000,0.000000,-0.057000,0.998000,0.022000,2836,0
2990,CELSION CORP,12691,1994.000000,1.086000,0.526000,0.238000,0.020000,0.391000,0.955000,0.046000,2836,0
2990,CELSION CORP,13056,1995.000000,0.158000,0.137000,0.244000,-0.060000,-1.397000,9.711000,-0.914000,2836,0
2990,CELSION CORP,13422,1996.000000,0.074000,0.159000,0.239000,-0.050000,-1.933000,9.321999,-1.463000,2836,0
2990,CELSION CORP,13787,1997.000000,0.121000,0.005000,0.273000,-0.110000,-3.052000,0.823000,-1.155000,2836,0
2990,CELSION CORP,14152,1998.000000,0.174000,0.002000,0.243000,-0.120000,-4.200000,0.331000,-2.112000,2836,0
2990,CELSION CORP,14517,1999.000000,0.000000,0.002000,0.251000,-0.050000,-2.436000,1.559000,-2.283000,2836,30dec1999
2990,CELSION CORP,14883,2000.000000,0.003000,0.010000,0.200000,-0.080000,-4.547000,9.118000,-3.866000,2836,28dec2000
2990,CELSION CORP,15248,2001.000000,0.000000,0.001000,0.317000,-0.100000,-6.923000,2.957000,-6.223000,2836,28dec2001
2990,CELSION CORP,15613,2002.000000,0.000000,0.084000,0.401000,-0.120000,-9.751000,2.291000,-9.112001,2836,30dec2002
2990,CELSION CORP,15978,2003.000000,0.000000,0.091000,0.512000,-0.120000,-13.274000,13.128000,-9.089000,2836,03dec2003
2990,CELSION CORP,16436,2004.000000,2.506000,0.783000,1.169000,-0.090000,-13.985000,17.052000,-13.941000,2836,03mar2005
2990,CELSION CORP,16801,2005.000000,12.320000,0.766000,1.276000,-0.050000,-8.685000,15.909000,-8.062000,2836,28feb2006
2990,CELSION CORP,17166,2006.000000,11.251000,1.904000,1.391000,-0.710000,-7.584000,18.930000,-7.233000,2836,22feb2007
2990,CELSION CORP,17531,2007.000000,0.000000,15.230000,0.970000,3.290000,35.348999,39.039001,-9.583000,2836,21feb2008
2990,CELSION CORP,17897,2008.000000,2.500000,15.037000,0.995000,-1.160000,-11.786000,23.688000,2.281000,2836,03mar2009
2990,CELSION CORP,18627,2010.000000,0.000000,0.047000,1.425000,-1.520000,-18.818001,2.525000,-13.367000,2836,25mar2011
2990,CELSION CORP,18992,2011.000000,2.000000,0.039000,1.426000,-1.110000,-23.223000,32.650002,-22.742001,2836,15mar2012
2990,CELSION CORP,19358,2012.000000,0.000000,0.183000,2.040000,-0.760000,-26.568001,25.358999,-22.329000,2836,18mar2013
2990,CELSION CORP,19723,2013.000000,0.500000,0.374000,2.097000,-0.950000,-8.251000,45.671001,-9.471000,2836,13mar2014
2990,CELSION CORP,20088,2014.000000,0.500000,0.210000,2.804000,-1.380000,-25.493999,66.695000,-21.353001,2836,12mar2015
2990,CELSION CORP,20453,2015.000000,0.500000,0.027000,2.913000,-1.030000,-22.461000,49.055000,-20.830999,2836,30mar2016
2990,CELSION CORP,20819,2016.000000,0.500000,0.004000,2.976000,-0.850000,-22.054001,30.849001,-18.379999,2836,16mar2017
2990,CELSION CORP,21184,2017.000000,0.500000,0.054000,3.015000,-2.720000,-20.402000,47.514000,-16.642000,2836,27mar2018
3116,CLINICAL DATA INC,10317,1987.000000,18.271999,4.467000,8.597000,0.130000,0.387000,13.674000,2.092000,2836,29jun1988
3116,CLINICAL DATA INC,10682,1988.000000,16.285999,3.506000,8.291000,0.000000,0.020000,10.951000,0.327000,2836,30jun1989
3116,CLINICAL DATA INC,11047,1989.000000,8.073000,2.250000,3.225000,0.350000,1.030000,11.886000,4.249000,2836,28jun1990
3116,CLINICAL DATA INC,11412,1990.000000,9.269000,2.064000,2.098000,-0.030000,-0.084000,11.261000,0.322000,2836,26jun1991
3116,CLINICAL DATA INC,11778,1991.000000,10.862000,3.710000,2.517000,0.180000,0.467000,12.770000,-0.063000,2836,23jun1992
3116,CLINICAL DATA INC,12143,1992.000000,15.406000,4.852000,2.950000,0.340000,1.344000,14.490000,1.208000,2836,25jun1993
3116,CLINICAL DATA INC,12508,1993.000000,11.920000,2.656000,3.294000,-0.280000,-1.121000,12.354000,1.008000,2836,22jun1994
3116,CLINICAL DATA INC,12873,1994.000000,16.818001,4.047000,4.330000,-0.060000,-0.228000,15.075000,-1.636000,2836,29jun1995
3116,CLINICAL DATA INC,13239,1995.000000,17.908001,4.760000,4.237000,-0.380000,-1.506000,12.294000,-1.084000,2836,23jun1996
3116,CLINICAL DATA INC,13604,1996.000000,13.845000,2.547000,2.634000,-0.440000,-0.583000,8.568000,1.854000,2836,27jun1997
3116,CLINICAL DATA INC,13969,1997.000000,11.802000,2.413000,2.710000,0.080000,0.104000,9.405000,0.226000,2836,29jun1998
3116,CLINICAL DATA INC,14334,1998.000000,15.418000,2.884000,3.230000,-0.320000,-0.470000,9.659000,0.545000,2836,28jun1999
3116,CLINICAL DATA INC,14700,1999.000000,14.183000,2.602000,3.143000,0.070000,0.108000,8.279000,0.407000,2836,22jun2000
3116,CLINICAL DATA INC,15065,2000.000000,12.927000,2.259000,3.207000,0.280000,0.403000,8.315000,0.698000,2836,25jun2001
3116,CLINICAL DATA INC,15430,2001.000000,13.324000,2.519000,2.761000,0.180000,0.258000,8.812000,0.639000,2836,15jul2002
3116,CLINICAL DATA INC,15795,2002.000000,15.870000,3.461000,3.999000,0.060000,0.116000,11.198000,-0.066000,2836,30jun2003
3116,CLINICAL DATA INC,16161,2003.000000,52.520000,12.184000,6.026000,0.600000,2.171000,38.318001,6.109000,2836,28jun2004
3116,CLINICAL DATA INC,16526,2004.000000,56.400002,10.146000,8.774000,0.770000,3.395000,39.146000,4.388000,2836,27jun2005
3116,CLINICAL DATA INC,16891,2005.000000,68.748001,17.291000,18.471001,-8.540000,-50.881001,108.227000,-6.182000,2836,29jun2006
3116,CLINICAL DATA INC,17256,2006.000000,63.731998,11.053000,15.557000,-3.980000,-37.521999,87.489998,-12.874000,2836,19jun2007
3116,CLINICAL DATA INC,17622,2007.000000,34.032001,6.290000,13.860000,-1.850000,-35.330002,129.448000,-24.532000,2836,16jun2008
3116,CLINICAL DATA INC,17987,2008.000000,10.442000,2.471000,4.933000,-6.030000,-132.438000,120.197000,-60.250000,2836,15jun2009
3116,CLINICAL DATA INC,18352,2009.000000,13.085000,2.851000,5.888000,-3.570000,-88.513000,98.955002,-64.583000,2836,08jun2010
3169,ONCOMED PHARMACEUTICALS,19358,2012.000000,24.681000,4.023000,19.115999,-0.820000,-22.235001,79.767998,-33.345001,2836,18jul2013
3169,ONCOMED PHARMACEUTICALS,19723,2013.000000,37.778999,0.023000,19.673000,-0.950000,-26.070999,333.685000,144.544010,2836,18mar2014
3169,ONCOMED PHARMACEUTICALS,20088,2014.000000,39.558998,7.123000,20.723000,-1.690000,-50.009998,247.842000,-84.511002,2836,12mar2015
3169,ONCOMED PHARMACEUTICALS,20453,2015.000000,25.899000,70.698997,21.676001,-2.840000,-85.406998,237.886990,-75.138000,2836,10mar2016
3169,ONCOMED PHARMACEUTICALS,20819,2016.000000,25.153000,2.515000,22.971001,-3.140000,-103.102000,195.481990,-36.936001,2836,08mar2017
3169,ONCOMED PHARMACEUTICALS,21184,2017.000000,38.153999,0.405000,23.452000,-1.040000,-39.062000,110.322000,-84.970001,2836,08mar2018
3729,DAMON BIOTECH INC,10470,1988.000000,7.399000,1.951000,11.586000,-0.270000,-5.948000,15.869000,-6.575000,2836,25oct1988
3729,DAMON BIOTECH INC,10835,1989.000000,4.206000,1.074000,11.995000,-0.210000,-4.527000,9.482000,-2.677000,2836,30oct1989
4409,ENZON PHARMACEUTICALS INC,10773,1989.000000,2.656000,2.255000,2.799000,0.080000,0.948000,13.366000,1.063000,2836,04oct1989
4409,ENZON PHARMACEUTICALS INC,11138,1990.000000,2.549000,0.911000,3.888000,-0.650000,-8.039000,29.079000,-6.297000,2836,0
4409,ENZON PHARMACEUTICALS INC,11503,1991.000000,2.411000,0.872000,6.365000,-0.900000,-11.961000,54.205002,-9.177000,2836,0
4409,ENZON PHARMACEUTICALS INC,11869,1992.000000,5.685000,1.127000,12.510000,-1.460000,-28.183001,39.311001,-18.834999,2836,0
4409,ENZON PHARMACEUTICALS INC,12234,1993.000000,8.414000,1.772000,16.929001,-1.150000,-24.601000,33.921001,-22.087999,2836,08sep1993
4409,ENZON PHARMACEUTICALS INC,12599,1994.000000,14.797000,1.934000,17.606001,-0.710000,-16.495001,20.542999,-12.614000,2836,13sep1994
4409,ENZON PHARMACEUTICALS INC,12964,1995.000000,15.826000,2.372000,15.758000,-0.260000,-6.291000,19.184000,-2.125000,2836,11sep1995
4409,ENZON PHARMACEUTICALS INC,13330,1996.000000,12.681000,2.174000,15.642000,-0.200000,-5.175000,21.964001,-4.794000,2836,10sep1996
4409,ENZON PHARMACEUTICALS INC,13695,1997.000000,12.727000,2.453000,15.677000,-0.160000,-4.557000,16.004999,-4.181000,2836,09sep1997
4409,ENZON PHARMACEUTICALS INC,14060,1998.000000,14.644000,2.300000,15.134000,-0.120000,-3.617000,13.741000,-3.425000,2836,09sep1998
4409,ENZON PHARMACEUTICALS INC,14425,1999.000000,13.158000,4.605000,12.055000,-0.140000,-4.919000,34.916000,-3.844000,2836,08sep1999
4409,ENZON PHARMACEUTICALS INC,14791,2000.000000,17.018000,5.442000,12.440000,-0.170000,-6.306000,130.252000,-6.916000,2836,06sep2000
